timestamp;posX;posY;posZ;rotW;rotX;rotY;rotZ;controllerLeftPosX;controllerLeftPosY;controllerLeftPosZ;controllerLeftRotW;controllerLeftRotX;controllerLeftRotY;controllerLeftRotZ;controllerRightPosX;controllerRightPosY;controllerRightPosZ;controllerRightRotW;controllerRightRotX;controllerRightRotY;controllerRightRotZ;
44.751;0.251;1.600;-1.718;0.731;0.000;-0.682;0.000;0.251;1.600;-1.718;0.731;0.000;-0.682;0.000;0.251;1.600;-1.718;0.731;0.000;-0.682;0.000;
44.801;0.199;1.600;-1.750;0.731;0.000;-0.682;0.000;0.199;1.600;-1.750;0.731;0.000;-0.682;0.000;0.199;1.600;-1.750;0.731;0.000;-0.682;0.000;
44.853;0.121;1.600;-1.788;0.731;0.000;-0.682;0.000;0.121;1.600;-1.788;0.731;0.000;-0.682;0.000;0.121;1.600;-1.788;0.731;0.000;-0.682;0.000;
44.906;0.044;1.600;-1.812;0.743;0.000;-0.669;0.000;0.044;1.600;-1.812;0.743;0.000;-0.669;0.000;0.044;1.600;-1.812;0.743;0.000;-0.669;0.000;
44.957;-0.007;1.600;-1.818;0.766;0.000;-0.643;0.000;-0.007;1.600;-1.818;0.766;0.000;-0.643;0.000;-0.007;1.600;-1.818;0.766;0.000;-0.643;0.000;
45.008;-0.081;1.600;-1.809;0.799;0.000;-0.602;0.000;-0.081;1.600;-1.809;0.799;0.000;-0.602;0.000;-0.081;1.600;-1.809;0.799;0.000;-0.602;0.000;
45.065;-0.153;1.600;-1.786;0.819;0.000;-0.574;0.000;-0.153;1.600;-1.786;0.819;0.000;-0.574;0.000;-0.153;1.600;-1.786;0.819;0.000;-0.574;0.000;
45.119;-0.200;1.600;-1.769;0.819;0.000;-0.574;0.000;-0.200;1.600;-1.769;0.819;0.000;-0.574;0.000;-0.200;1.600;-1.769;0.819;0.000;-0.574;0.000;
45.173;-0.270;1.600;-1.743;0.819;0.000;-0.574;0.000;-0.270;1.600;-1.743;0.819;0.000;-0.574;0.000;-0.270;1.600;-1.743;0.819;0.000;-0.574;0.000;
45.227;-0.341;1.600;-1.718;0.819;0.000;-0.574;0.000;-0.341;1.600;-1.718;0.819;0.000;-0.574;0.000;-0.341;1.600;-1.718;0.819;0.000;-0.574;0.000;
45.283;-0.411;1.600;-1.692;0.819;0.000;-0.574;0.000;-0.411;1.600;-1.692;0.819;0.000;-0.574;0.000;-0.411;1.600;-1.692;0.819;0.000;-0.574;0.000;
45.337;-0.458;1.600;-1.675;0.819;0.000;-0.574;0.000;-0.458;1.600;-1.675;0.819;0.000;-0.574;0.000;-0.458;1.600;-1.675;0.819;0.000;-0.574;0.000;
45.388;-0.529;1.600;-1.649;0.819;0.000;-0.574;0.000;-0.529;1.600;-1.649;0.819;0.000;-0.574;0.000;-0.529;1.600;-1.649;0.819;0.000;-0.574;0.000;
45.442;-0.576;1.600;-1.632;0.819;0.000;-0.574;0.000;-0.576;1.600;-1.632;0.819;0.000;-0.574;0.000;-0.576;1.600;-1.632;0.819;0.000;-0.574;0.000;
45.493;-0.646;1.600;-1.606;0.819;0.000;-0.574;0.000;-0.646;1.600;-1.606;0.819;0.000;-0.574;0.000;-0.646;1.600;-1.606;0.819;0.000;-0.574;0.000;
45.546;-0.717;1.600;-1.581;0.819;0.000;-0.574;0.000;-0.717;1.600;-1.581;0.819;0.000;-0.574;0.000;-0.717;1.600;-1.581;0.819;0.000;-0.574;0.000;
45.598;-0.766;1.600;-1.569;0.819;0.000;-0.574;0.000;-0.766;1.600;-1.569;0.819;0.000;-0.574;0.000;-0.766;1.600;-1.569;0.819;0.000;-0.574;0.000;
45.651;-0.843;1.600;-1.562;0.819;0.000;-0.574;0.000;-0.843;1.600;-1.562;0.819;0.000;-0.574;0.000;-0.843;1.600;-1.562;0.819;0.000;-0.574;0.000;
45.706;-0.921;1.600;-1.559;0.819;0.000;-0.574;0.000;-0.921;1.600;-1.559;0.819;0.000;-0.574;0.000;-0.921;1.600;-1.559;0.819;0.000;-0.574;0.000;
45.758;-0.971;1.600;-1.550;0.819;0.000;-0.574;0.000;-0.971;1.600;-1.550;0.819;0.000;-0.574;0.000;-0.971;1.600;-1.550;0.819;0.000;-0.574;0.000;
45.810;-1.043;1.600;-1.526;0.819;0.000;-0.574;0.000;-1.043;1.600;-1.526;0.819;0.000;-0.574;0.000;-1.043;1.600;-1.526;0.819;0.000;-0.574;0.000;
45.862;-1.090;1.600;-1.509;0.819;0.000;-0.574;0.000;-1.090;1.600;-1.509;0.819;0.000;-0.574;0.000;-1.090;1.600;-1.509;0.819;0.000;-0.574;0.000;
45.917;-1.160;1.600;-1.484;0.819;0.000;-0.574;0.000;-1.160;1.600;-1.484;0.819;0.000;-0.574;0.000;-1.160;1.600;-1.484;0.819;0.000;-0.574;0.000;
45.966;-1.231;1.600;-1.458;0.819;0.000;-0.574;0.000;-1.231;1.600;-1.458;0.819;0.000;-0.574;0.000;-1.231;1.600;-1.458;0.819;0.000;-0.574;0.000;
46.020;-1.278;1.600;-1.441;0.819;0.000;-0.574;0.000;-1.278;1.600;-1.441;0.819;0.000;-0.574;0.000;-1.278;1.600;-1.441;0.819;0.000;-0.574;0.000;
46.071;-1.348;1.600;-1.415;0.819;0.000;-0.574;0.000;-1.348;1.600;-1.415;0.819;0.000;-0.574;0.000;-1.348;1.600;-1.415;0.819;0.000;-0.574;0.000;
46.125;-1.419;1.600;-1.389;0.819;0.000;-0.574;0.000;-1.419;1.600;-1.389;0.819;0.000;-0.574;0.000;-1.419;1.600;-1.389;0.819;0.000;-0.574;0.000;
46.177;-1.465;1.600;-1.372;0.819;0.000;-0.574;0.000;-1.465;1.600;-1.372;0.819;0.000;-0.574;0.000;-1.465;1.600;-1.372;0.819;0.000;-0.574;0.000;
46.233;-1.536;1.600;-1.347;0.819;0.000;-0.574;0.000;-1.536;1.600;-1.347;0.819;0.000;-0.574;0.000;-1.536;1.600;-1.347;0.819;0.000;-0.574;0.000;
46.287;-1.606;1.600;-1.321;0.829;0.000;-0.559;0.000;-1.606;1.600;-1.321;0.829;0.000;-0.559;0.000;-1.606;1.600;-1.321;0.829;0.000;-0.559;0.000;
